hierarchy;id_category;prazo
101833 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Camping & Hiking/Compasses;101833;7 - 30
101834 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Camping & Hiking/Camping Knives & Survival Kits;101834;7 - 30
101835 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Camping & Hiking/Hammocks;101835;7 - 30
101836 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Camping & Hiking/Hiking Sticks;101836;7 - 30
101837 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Camping & Hiking/Picnic Mats & Baskets;101837;7 - 30
101838 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Camping & Hiking/Others;101838;7 - 30
101839 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Boardsports/Skateboards & Roller Blades;101839;7 - 30
101840 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Boardsports/Scooters & Unicycles;101840;7 - 30
101841 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Boardsports/Segways & Hoverboards;101841;7 - 30
101842 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Boardsports/Helmets & Protective Gears;101842;7 - 30
101843 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Boardsports/Others;101843;7 - 30
101847 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Soccer, Futsal & Sepak Takraw/Balls;101847;7 - 30
101848 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Soccer, Futsal & Sepak Takraw/Goalkeeper Gloves & Shin Guards;101848;7 - 30
101849 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Soccer, Futsal & Sepak Takraw/Goal Posts & Nets;101849;7 - 30
101850 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Soccer, Futsal & Sepak Takraw/Others;101850;7 - 30
101851 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Basketball/Basket Balls;101851;7 - 30
101852 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Basketball/Basketball Rings;101852;7 - 30
101853 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Basketball/Others;101853;7 - 30
101854 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Volleyball/Volley Balls;101854;7 - 30
101855 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Volleyball/Volley Nets;101855;7 - 30
101856 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Volleyball/Others;101856;7 - 30
101857 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Badminton/Badminton Rackets;101857;7 - 30
101858 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Badminton/Shuttlecocks;101858;7 - 30
101859 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Badminton/Badminton Nets;101859;7 - 30
101860 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Badminton/Others;101860;7 - 30
101861 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Tennis/Tennis Rackets;101861;7 - 30
101862 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Tennis/Tennis Balls;101862;7 - 30
101863 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Tennis/Tennis Nets;101863;7 - 30
101864 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Tennis/Others;101864;7 - 30
101865 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Table Tennis/Table Tennis Balls;101865;7 - 30
101866 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Table Tennis/Table Tennis Bats;101866;7 - 30
101867 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Table Tennis/Table Tennis Nets;101867;7 - 30
101868 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Table Tennis/Others;101868;7 - 30
101869 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Boxing & Martial Arts/Punching Bags & Paddings;101869;7 - 30
101870 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Boxing & Martial Arts/Martial Arts Belts;101870;7 - 30
101871 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Boxing & Martial Arts/Gloves, Wraps & Helmets;101871;7 - 30
101872 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Boxing & Martial Arts/Others;101872;7 - 30
101873 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Golf/Golf Balls;101873;7 - 30
101874 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Golf/Golf Clubs;101874;7 - 30
101875 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Golf/Gears &Training Equipment;101875;7 - 30
101876 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Golf/Golf Bags & Organizers;101876;7 - 30
101877 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Golf/Others;101877;7 - 30
101878 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Swimming & Diving/Swimming Caps;101878;7 - 30
101879 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Swimming & Diving/Swimming Goggles;101879;7 - 30
101880 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Swimming & Diving/Swimming Boards;101880;7 - 30
101881 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Swimming & Diving/Diving Flashlights;101881;7 - 30
101882 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Swimming & Diving/Diving Masks;101882;7 - 30
101883 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Swimming & Diving/Flippers;101883;7 - 30
101884 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Swimming & Diving/Life Jackets;101884;7 - 30
101885 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Swimming & Diving/Others;101885;7 - 30
101886 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Yoga & Pilates/Yoga Mats;101886;7 - 30
101887 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Yoga & Pilates/Yoga Blocks, Rings & Foam Rollers;101887;7 - 30
101888 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Yoga & Pilates/Resistance Bands;101888;7 - 30
101889 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Yoga & Pilates/Others;101889;7 - 30
101890 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Fitness Equipment/Weight Training;101890;7 - 30
101891 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Fitness Equipment/Skipping Ropes;101891;7 - 30
101892 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Fitness Equipment/Gym Balls;101892;7 - 30
101893 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Fitness Equipment/Fitness Machines;101893;7 - 30
101894 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Fitness Equipment/Ab Rollers;101894;7 - 30
101895 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Fitness Equipment/Pull Up & Push Up Bars;101895;7 - 30
101896 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Fitness Equipment/Others;101896;7 - 30
101897 - Sports & Outdoors/Sports & Outdoor Apparels/Swimming Attire/Swimming Trunks;101897;7 - 30
101898 - Sports & Outdoors/Sports & Outdoor Apparels/Swimming Attire/Bikini Sets;101898;7 - 30
101899 - Sports & Outdoors/Sports & Outdoor Apparels/Swimming Attire/One-Piece Swimsuits;101899;7 - 30
101900 - Sports & Outdoors/Sports & Outdoor Apparels/Swimming Attire/Rash Guards;101900;7 - 30
101901 - Sports & Outdoors/Sports & Outdoor Apparels/Swimming Attire/Others;101901;7 - 30
102018 - Hobbies & Collections/Musical Instruments & Accessories/String Instruments/Ukuleles;102018;7 - 30
102019 - Hobbies & Collections/Musical Instruments & Accessories/String Instruments/Guitars & Bass Guitars;102019;7 - 30
102020 - Hobbies & Collections/Musical Instruments & Accessories/String Instruments/Others;102020;7 - 30
101902 - Automobiles/Automobile Spare Parts/Engine Parts/Pistons;101902;7 - 30
101903 - Automobiles/Automobile Spare Parts/Engine Parts/Air Filters;101903;7 - 30
101904 - Automobiles/Automobile Spare Parts/Engine Parts/Oil Filters;101904;7 - 30
101905 - Automobiles/Automobile Spare Parts/Engine Parts/Others;101905;7 - 30
101907 - Automobiles/Automobile Spare Parts/Electronics/Batteries & Accessories;101907;7 - 30
101908 - Automobiles/Automobile Spare Parts/Electronics/Lighting;101908;7 - 30
101909 - Automobiles/Automobile Spare Parts/Electronics/Others;101909;7 - 30
101910 - Automobiles/Automotive Oils & Lubes/Automotive Fluids/Brake Fluids;101910;7 - 30
101911 - Automobiles/Automotive Oils & Lubes/Automotive Fluids/Transmissions Fluids;101911;7 - 30
101912 - Automobiles/Automotive Oils & Lubes/Automotive Fluids/Others;101912;7 - 30
101913 - Motorcycles/Motorcycle Spare Parts/Ignition & Engine Parts/Radiators;101913;7 - 30
101914 - Motorcycles/Motorcycle Spare Parts/Ignition & Engine Parts/Pistons;101914;7 - 30
101915 - Motorcycles/Motorcycle Spare Parts/Ignition & Engine Parts/CDI & ECU;101915;7 - 30
101916 - Motorcycles/Motorcycle Spare Parts/Ignition & Engine Parts/Spark Plugs;101916;7 - 30
101917 - Motorcycles/Motorcycle Spare Parts/Ignition & Engine Parts/Ignition Coils;101917;7 - 30
101918 - Motorcycles/Motorcycle Spare Parts/Ignition & Engine Parts/V-Belts;101918;7 - 30
101919 - Motorcycles/Motorcycle Spare Parts/Ignition & Engine Parts/Air Filters;101919;7 - 30
101920 - Motorcycles/Motorcycle Spare Parts/Ignition & Engine Parts/Others;101920;7 - 30
101921 - Motorcycles/Motorcycle Spare Parts/Drivetrain, Transmission & Clutches/Chains & Gears;101921;7 - 30
101922 - Motorcycles/Motorcycle Spare Parts/Drivetrain, Transmission & Clutches/Clutches;101922;7 - 30
101923 - Motorcycles/Motorcycle Spare Parts/Drivetrain, Transmission & Clutches/Bearings;101923;7 - 30
101924 - Motorcycles/Motorcycle Spare Parts/Drivetrain, Transmission & Clutches/Others;101924;7 - 30
101925 - Pets/Pet Accessories/Toys/Dog & Cat Toys/Sticks & Chasers;101925;7 - 30
101926 - Pets/Pet Accessories/Toys/Dog & Cat Toys/Chew, Bones & Balls;101926;7 - 30
101927 - Pets/Pet Accessories/Toys/Dog & Cat Toys/Frisbees;101927;7 - 30
101928 - Pets/Pet Accessories/Toys/Dog & Cat Toys/Others;101928;7 - 30
101929 - Automobiles/Automobile Spare Parts/Electronics/Ignition/Ignition Coils;101929;7 - 30
101930 - Automobiles/Automobile Spare Parts/Electronics/Ignition/Spark Plugs;101930;7 - 30
101931 - Automobiles/Automobile Spare Parts/Electronics/Ignition/Others;101931;7 - 30
