hierarchy;id_category;prazo
101222 - Home & Living/Kitchenware/Aluminium Foil;101222;7 - 30
101223 - Home & Living/Kitchenware/Tea, Coffee & Bartending Equipments;101223;7 - 30
101224 - Home & Living/Kitchenware/Kitchen Racks;101224;7 - 30
101225 - Home & Living/Kitchenware/Aprons & Kitchen Gloves;101225;7 - 30
101226 - Home & Living/Kitchenware/Spatulas & Cooking Tweezers;101226;7 - 30
101227 - Home & Living/Kitchenware/Chopping Boards;101227;7 - 30
101228 - Home & Living/Kitchenware/Knives & Kitchen Scissors;101228;7 - 30
101229 - Home & Living/Kitchenware/Whisks & Beaters;101229;7 - 30
101230 - Home & Living/Kitchenware/Can & Bottle Openers;101230;7 - 30
101231 - Home & Living/Kitchenware/Measuring Glassess & Spoons;101231;7 - 30
101232 - Home & Living/Kitchenware/Strainers;101232;7 - 30
101233 - Home & Living/Kitchenware/Graters, Peelers & Cutters;101233;7 - 30
101234 - Home & Living/Kitchenware/Kitchen Weighing Scales;101234;7 - 30
101235 - Home & Living/Kitchenware/Sealers;101235;7 - 30
101237 - Home & Living/Kitchenware/Others;101237;7 - 30
101238 - Home & Living/Dinnerware/Jugs, Pitchers & Accessories;101238;7 - 30
101239 - Home & Living/Dinnerware/Tea Pots & Sets;101239;7 - 30
101240 - Home & Living/Dinnerware/Cups, Mugs & Glasses;101240;7 - 30
101241 - Home & Living/Dinnerware/Water Bottles & Accessories;101241;7 - 30
101242 - Home & Living/Dinnerware/Bowls;101242;7 - 30
101243 - Home & Living/Dinnerware/Plates;101243;7 - 30
101244 - Home & Living/Dinnerware/Cutleries;101244;7 - 30
101245 - Home & Living/Dinnerware/Straws;101245;7 - 30
101246 - Home & Living/Dinnerware/Food Covers;101246;7 - 30
101247 - Home & Living/Dinnerware/Placemats & Coasters;101247;7 - 30
101248 - Home & Living/Dinnerware/Others;101248;7 - 30
101249 - Home & Living/Safety & Security/Safes;101249;7 - 30
101250 - Home & Living/Safety & Security/Fire Fighting Equipments;101250;7 - 30
101251 - Home & Living/Safety & Security/Door Hardware & Locks;101251;7 - 30
101252 - Home & Living/Safety & Security/Others;101252;7 - 30
101253 - Home & Living/Home Organizers/Hangers & Pegs;101253;7 - 30
101254 - Home & Living/Home Organizers/Storage Boxes, Bags & Baskets;101254;7 - 30
101255 - Home & Living/Home Organizers/Shoe Storage Boxes;101255;7 - 30
101256 - Home & Living/Home Organizers/Hooks;101256;7 - 30
101257 - Home & Living/Home Organizers/Laundry Bags & Baskets;101257;7 - 30
101258 - Home & Living/Home Organizers/Desk Organizers;101258;7 - 30
101259 - Home & Living/Home Organizers/Wardrobe Organizers;101259;7 - 30
101260 - Home & Living/Home Organizers/Jewelry Organizers;101260;7 - 30
101261 - Home & Living/Home Organizers/Tissue Holders;101261;7 - 30
101262 - Home & Living/Home Organizers/Others;101262;7 - 30
101263 - Home & Living/Party Supplies/Balloons;101263;7 - 30
101264 - Home & Living/Party Supplies/Wooden Clips;101264;7 - 30
101265 - Home & Living/Party Supplies/Backdrops & Banners;101265;7 - 30
101266 - Home & Living/Party Supplies/Cards;101266;7 - 30
101267 - Home & Living/Party Supplies/Disposable Tableware;101267;7 - 30
101268 - Home & Living/Party Supplies/Party Hats & Masks;101268;7 - 30
101269 - Home & Living/Party Supplies/Sashes;101269;7 - 30
101270 - Home & Living/Party Supplies/Others;101270;7 - 30
101274 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Rock Climbing;101274;7 - 30
101285 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Baseball & Softball;101285;7 - 30
101286 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Squash;101286;7 - 30
101287 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Shooting & Survival Games;101287;7 - 30;You are not allowed to upload in this category due to prohibited category policy. More details can be found here.
101288 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Rugby;101288;7 - 30
101289 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Billiards;101289;7 - 30
101290 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Surfing & Wakeboarding;101290;7 - 30
101291 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Ice Skating & Winter Sports;101291;7 - 30
101293 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Boating;101293;7 - 30
101296 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Darts;101296;7 - 30
101297 - Sports & Outdoors/Sports & Outdoor Recreation Equipments/Others;101297;7 - 30
101298 - Sports & Outdoors/Sports Footwear/Basketball Shoes;101298;7 - 30
101299 - Sports & Outdoors/Sports Footwear/Running Shoes;101299;7 - 30
101300 - Sports & Outdoors/Sports Footwear/Training Shoes;101300;7 - 30
101301 - Sports & Outdoors/Sports Footwear/Tennis Shoes;101301;7 - 30
101302 - Sports & Outdoors/Sports Footwear/Volleyball Shoes;101302;7 - 30
101303 - Sports & Outdoors/Sports Footwear/Badminton Shoes;101303;7 - 30
101304 - Sports & Outdoors/Sports Footwear/Futsal Shoes;101304;7 - 30
101305 - Sports & Outdoors/Sports Footwear/Hiking Shoes;101305;7 - 30
101306 - Sports & Outdoors/Sports Footwear/Soccer Shoes;101306;7 - 30
101307 - Sports & Outdoors/Sports Footwear/Kid's Sport Shoes;101307;7 - 30
101308 - Sports & Outdoors/Sports Footwear/Others;101308;7 - 30
101309 - Sports & Outdoors/Sports & Outdoor Apparels/Sets;101309;7 - 30
101310 - Sports & Outdoors/Sports & Outdoor Apparels/Jackets;101310;7 - 30
101311 - Sports & Outdoors/Sports & Outdoor Apparels/T-shirts;101311;7 - 30
101312 - Sports & Outdoors/Sports & Outdoor Apparels/Jerseys;101312;7 - 30
101313 - Sports & Outdoors/Sports & Outdoor Apparels/Bottoms;101313;7 - 30
101315 - Sports & Outdoors/Sports & Outdoor Apparels/Sports Bras;101315;7 - 30
101316 - Sports & Outdoors/Sports & Outdoor Apparels/Kid's Sports Apparel;101316;7 - 30
101317 - Sports & Outdoors/Sports & Outdoor Apparels/Others;101317;7 - 30
101318 - Sports & Outdoors/Sports & Outdoor Accessories/Stopwatches & Pedometers;101318;7 - 30
101319 - Sports & Outdoors/Sports & Outdoor Accessories/Shoe Bags;101319;7 - 30
101320 - Sports & Outdoors/Sports & Outdoor Accessories/Sports Wristbands;101320;7 - 30
101321 - Sports & Outdoors/Sports & Outdoor Accessories/Sports Headbands;101321;7 - 30
101322 - Sports & Outdoors/Sports & Outdoor Accessories/Sports & Outdoor Hats;101322;7 - 30
101323 - Sports & Outdoors/Sports & Outdoor Accessories/Dry Bags;101323;7 - 30
101324 - Sports & Outdoors/Sports & Outdoor Accessories/Rain Coats;101324;7 - 30
101325 - Sports & Outdoors/Sports & Outdoor Accessories/Umbrellas;101325;7 - 30
101326 - Sports & Outdoors/Sports & Outdoor Accessories/Mouthguards & Sport Tapes;101326;7 - 30
101327 - Sports & Outdoors/Sports & Outdoor Accessories/Training Equipments;101327;7 - 30
101328 - Sports & Outdoors/Sports & Outdoor Accessories/Gym Protective Gears;101328;7 - 30
101329 - Sports & Outdoors/Sports & Outdoor Accessories/Others;101329;7 - 30
101330 - Stationery/Gift & Wrapping/Gift Wrappers;101330;7 - 30
101331 - Stationery/Gift & Wrapping/Gift Boxes;101331;7 - 30
101332 - Stationery/Gift & Wrapping/Gift Bags;101332;7 - 30
101333 - Stationery/Gift & Wrapping/Ribbons;101333;7 - 30
101334 - Stationery/Gift & Wrapping/Bubble Wraps;101334;7 - 30
101335 - Stationery/Gift & Wrapping/Carton Boxes;101335;7 - 30
101336 - Stationery/Gift & Wrapping/Others;101336;7 - 30
101337 - Stationery/Writing & Correction/Pens & Inks;101337;7 - 30
101338 - Stationery/Writing & Correction/Pencils;101338;7 - 30
101339 - Stationery/Writing & Correction/Eraser & Correction Supplies;101339;7 - 30
101340 - Stationery/Writing & Correction/Markers;101340;7 - 30
101341 - Stationery/Writing & Correction/Highlighters;101341;7 - 30
101342 - Stationery/Writing & Correction/Others;101342;7 - 30
101343 - Stationery/School & Office Equipment/Writing Boards & Board Stands;101343;7 - 30
101344 - Stationery/School & Office Equipment/Calculators;101344;7 - 30
101345 - Stationery/School & Office Equipment/Pen Knives & Paper Cutters;101345;7 - 30
101346 - Stationery/School & Office Equipment/Strings & Tapes;101346;7 - 30
101347 - Stationery/School & Office Equipment/Glues;101347;7 - 30
101348 - Stationery/School & Office Equipment/Label Printers;101348;7 - 30
101349 - Stationery/School & Office Equipment/Lanyards & Name Tags;101349;7 - 30
101350 - Stationery/School & Office Equipment/Clips, Pins & Tacks;101350;7 - 30
101351 - Stationery/School & Office Equipment/Hole Punchers;101351;7 - 30
101352 - Stationery/School & Office Equipment/Scissors;101352;7 - 30
101353 - Stationery/School & Office Equipment/Ink Stamps & Pads;101353;7 - 30
101354 - Stationery/School & Office Equipment/Staplers & Staples;101354;7 - 30
101355 - Stationery/School & Office Equipment/Calendars;101355;7 - 30
101356 - Stationery/School & Office Equipment/Folders, Paper Organizers & Accessories;101356;7 - 30
101357 - Stationery/School & Office Equipment/Rulers, Protractors & Stencils;101357;7 - 30
101358 - Stationery/School & Office Equipment/Sharpeners;101358;7 - 30
101359 - Stationery/School & Office Equipment/Pencil Cases;101359;7 - 30
101360 - Stationery/School & Office Equipment/Others;101360;7 - 30
101361 - Stationery/Art Supplies/Color Pencils;101361;7 - 30
101362 - Stationery/Art Supplies/Crayons & Pastels;101362;7 - 30
101363 - Stationery/Art Supplies/Water & Poster Colours;101363;7 - 30
101364 - Stationery/Art Supplies/Oil Paint;101364;7 - 30
101365 - Stationery/Art Supplies/Acrylic Paint;101365;7 - 30
101366 - Stationery/Art Supplies/Paint Brushes;101366;7 - 30
101367 - Stationery/Art Supplies/Paint Palettes;101367;7 - 30
101368 - Stationery/Art Supplies/Canvases & Easels;101368;7 - 30
101369 - Stationery/Art Supplies/Sketch Books;101369;7 - 30
101370 - Stationery/Art Supplies/Others;101370;7 - 30
101371 - Stationery/Notebooks & Papers/Bookmarks;101371;7 - 30
101372 - Stationery/Notebooks & Papers/Book Covers;101372;7 - 30
101373 - Stationery/Notebooks & Papers/Thermal Paper & Continuous Paper;101373;7 - 30
101374 - Stationery/Notebooks & Papers/Printing & Photocopy Paper;101374;7 - 30
101375 - Stationery/Notebooks & Papers/Loose Leaf;101375;7 - 30
101376 - Stationery/Notebooks & Papers/Memo & Sticky Notes;101376;7 - 30
101377 - Stationery/Notebooks & Papers/Art Paper & Boards;101377;7 - 30
101378 - Stationery/Notebooks & Papers/Notebooks & Notepads;101378;7 - 30
101379 - Stationery/Notebooks & Papers/Labels & Stickers;101379;7 - 30
101380 - Stationery/Notebooks & Papers/Others;101380;7 - 30
101381 - Stationery/Letters & Envelopes/Envelopes & Angpao;101381;7 - 30
101382 - Stationery/Letters & Envelopes/Post Cards;101382;7 - 30
101383 - Stationery/Letters & Envelopes/Postage Stamps & Duty Stamps;101383;7 - 30
101384 - Stationery/Letters & Envelopes/Others;101384;7 - 30
101385 - Hobbies & Collections/Collectible Items/Action Figurines;101385;7 - 30
101386 - Hobbies & Collections/Collectible Items/Statues & Sculpt-BRures;101386;7 - 30
101387 - Hobbies & Collections/Collectible Items/Mecha Models & Diecast;101387;7 - 30
101388 - Hobbies & Collections/Collectible Items/Vehicle Models & Diecast;101388;7 - 30
101389 - Hobbies & Collections/Collectible Items/Stones & Minerals;101389;7 - 30
101390 - Hobbies & Collections/Collectible Items/Idol Collectibles;101390;7 - 30
101391 - Hobbies & Collections/Collectible Items/Sports Collectibles;101391;7 - 30
101392 - Hobbies & Collections/Collectible Items/Anime & Manga Collectibles;101392;7 - 30
101393 - Hobbies & Collections/Collectible Items/Coins;101393;7 - 30
101394 - Hobbies & Collections/Collectible Items/Others;101394;7 - 30
101395 - Hobbies & Collections/Souvenirs/Hand Fans;101395;7 - 30
101396 - Hobbies & Collections/Souvenirs/Keychains;101396;7 - 30
101397 - Hobbies & Collections/Souvenirs/Coin Banks;101397;7 - 30
101398 - Hobbies & Collections/Souvenirs/Fridge Magnets;101398;7 - 30
101399 - Hobbies & Collections/Souvenirs/Others;101399;7 - 30
101400 - Hobbies & Collections/Toys & Games/Dice, Board & Card Games;101400;7 - 30
101401 - Hobbies & Collections/Toys & Games/Magic Toys;101401;7 - 30
101402 - Hobbies & Collections/Toys & Games/Prank Toys;101402;7 - 30
101403 - Hobbies & Collections/Toys & Games/Rubik's Cubes;101403;7 - 30
101404 - Hobbies & Collections/Toys & Games/Spinning Tops;101404;7 - 30
101405 - Hobbies & Collections/Toys & Games/Kendamas;101405;7 - 30
101406 - Hobbies & Collections/Toys & Games/Yo-yos;101406;7 - 30
101407 - Hobbies & Collections/Toys & Games/Remote Control Toys & Accessories;101407;7 - 30
101408 - Hobbies & Collections/Toys & Games/Capsule Toys;101408;7 - 30
101409 - Hobbies & Collections/Toys & Games/Others;101409;7 - 30
101410 - Hobbies & Collections/Musical Instruments & Accessories/Keyboards & Pianos;101410;7 - 30
101411 - Hobbies & Collections/Musical Instruments & Accessories/Percussion Instruments;101411;7 - 30
101412 - Hobbies & Collections/Musical Instruments & Accessories/Wind Instruments;101412;7 - 30
101413 - Hobbies & Collections/Musical Instruments & Accessories/Music Accessories;101413;7 - 30
101414 - Hobbies & Collections/Musical Instruments & Accessories/Others;101414;7 - 30
101415 - Automobiles/Automobile Interior Accessories/Navigation & AV Receivers;101415;7 - 30
101416 - Automobiles/Automobile Interior Accessories/Amplifiers, Speakers & Subwoofers;101416;7 - 30
101417 - Automobiles/Automobile Interior Accessories/Organizers & Compartments;101417;7 - 30
101418 - Automobiles/Automobile Interior Accessories/Perfumes, Air Fresheners & Purifiers;101418;7 - 30
101419 - Automobiles/Automobile Interior Accessories/Carpets & Mats;101419;7 - 30
101420 - Automobiles/Automobile Interior Accessories/Seat Headrests & Back Supports;101420;7 - 30
101421 - Automobiles/Automobile Interior Accessories/Car Mattresses;101421;7 - 30
101422 - Automobiles/Automobile Interior Accessories/Steering Wheels & Covers;101422;7 - 30
101423 - Automobiles/Automobile Interior Accessories/Seats & Seat Covers;101423;7 - 30
101424 - Automobiles/Automobile Interior Accessories/Phone Holders;101424;7 - 30
101425 - Automobiles/Automobile Interior Accessories/USB Chargers, FM & Bluetooth Transmitters;101425;7 - 30
101426 - Automobiles/Automobile Interior Accessories/Pedals & Gear Sticks;101426;7 - 30
101427 - Automobiles/Automobile Interior Accessories/Sun Shields & Dash Covers;101427;7 - 30
101428 - Automobiles/Automobile Interior Accessories/Locks & Security;101428;7 - 30
101429 - Automobiles/Automobile Interior Accessories/Camcorders & Parking Cameras;101429;7 - 30
101430 - Automobiles/Automobile Interior Accessories/HUD, Speedometers & Gauges;101430;7 - 30
101431 - Automobiles/Automobile Interior Accessories/Others;101431;7 - 30
101432 - Automobiles/Automobile Exterior Accessories/Garnish;101432;7 - 30
101433 - Automobiles/Automobile Exterior Accessories/Antennas;101433;7 - 30
101434 - Automobiles/Automobile Exterior Accessories/Covers;101434;7 - 30
101435 - Automobiles/Automobile Exterior Accessories/Stickers, Logos & Emblems;101435;7 - 30
101436 - Automobiles/Automobile Exterior Accessories/Mud Flaps & Splash Guards;101436;7 - 30
101437 - Automobiles/Automobile Exterior Accessories/Sill Plates;101437;7 - 30
101438 - Automobiles/Automobile Exterior Accessories/Gutters;101438;7 - 30
101439 - Automobiles/Automobile Exterior Accessories/Horns & Accessories;101439;7 - 30
101440 - Automobiles/Automobile Exterior Accessories/Mirrors & Accessories;101440;7 - 30
101441 - Automobiles/Automobile Exterior Accessories/License Plate Accessories;101441;7 - 30
101442 - Automobiles/Automobile Exterior Accessories/Others;101442;7 - 30
101443 - Automobiles/Automobile Spare Parts/Body, Frame & Bumpers;101443;7 - 30
101444 - Automobiles/Automobile Spare Parts/Windshield Wipers & Washers;101444;7 - 30
101445 - Automobiles/Automobile Spare Parts/Exhaust & Emissions;101445;7 - 30
101446 - Automobiles/Automobile Spare Parts/Wheels, Rims & Accessories;101446;7 - 30
101447 - Automobiles/Automobile Spare Parts/Tires & Accessories;101447;7 - 30
101448 - Automobiles/Automobile Spare Parts/Shocks, Struts & Suspension;101448;7 - 30
101449 - Automobiles/Automobile Spare Parts/Radiators, Engine Cooling & Climate Control;101449;7 - 30
101450 - Automobiles/Automobile Spare Parts/Drivetrain, Transmission & Clutches;101450;7 - 30
101451 - Automobiles/Automobile Spare Parts/Bearing & Seals;101451;7 - 30
101453 - Automobiles/Automobile Spare Parts/Brake System;101453;7 - 30
101454 - Automobiles/Automobile Spare Parts/Belts, Hoses & Pulleys;101454;7 - 30
101456 - Automobiles/Automobile Spare Parts/Fuel System;101456;7 - 30
101457 - Automobiles/Automobile Spare Parts/Others;101457;7 - 30
101458 - Automobiles/Automotive Tools/Test, Diagnostic & Repair Tools;101458;7 - 30
101459 - Automobiles/Automotive Tools/Tire Pressure Detectors;101459;7 - 30
101460 - Automobiles/Automotive Tools/Others;101460;7 - 30
101461 - Automobiles/Automotive Care/Wash & Waxes;101461;7 - 30
101462 - Automobiles/Automotive Care/Glass Care & Water Repellents;101462;7 - 30
101463 - Automobiles/Automotive Care/Interior Care;101463;7 - 30
101464 - Automobiles/Automotive Care/Tire & Wheel Care;101464;7 - 30
101465 - Automobiles/Automotive Care/Polish, Coating & Sealants;101465;7 - 30
101466 - Automobiles/Automotive Care/Others;101466;7 - 30
101467 - Automobiles/Automotive Oils & Lubes/Oils;101467;7 - 30
101468 - Automobiles/Automotive Oils & Lubes/Fuel Additives & Savers;101468;7 - 30
101469 - Automobiles/Automotive Oils & Lubes/Greases & Lubricants;101469;7 - 30
101470 - Automobiles/Automotive Oils & Lubes/Antifreezes & Coolants;101470;7 - 30
101472 - Automobiles/Automotive Oils & Lubes/Others;101472;7 - 30
101473 - Motorcycles/Motorcycle Accessories/Carpets;101473;7 - 30
101474 - Motorcycles/Motorcycle Accessories/Speedometers, Odometers & Gauges;101474;7 - 30
101475 - Motorcycles/Motorcycle Accessories/Covers;101475;7 - 30
101476 - Motorcycles/Motorcycle Accessories/Stickers, Logos & Emblems;101476;7 - 30
101477 - Motorcycles/Motorcycle Accessories/Seats & Seat Covers;101477;7 - 30
101478 - Motorcycles/Motorcycle Accessories/Mirrors & Accessories;101478;7 - 30
101479 - Motorcycles/Motorcycle Accessories/Locks & Security;101479;7 - 30
101480 - Motorcycles/Motorcycle Accessories/Boxes & Cases;101480;7 - 30
101481 - Motorcycles/Motorcycle Accessories/Phone Holders;101481;7 - 30
101482 - Motorcycles/Motorcycle Accessories/Mud Flaps & Splash Guards;101482;7 - 30
101483 - Motorcycles/Motorcycle Accessories/Others;101483;7 - 30
101485 - Motorcycles/Motorcycle Spare Parts/Fuel System;101485;7 - 30
101486 - Motorcycles/Motorcycle Spare Parts/Brake System;101486;7 - 30
101487 - Motorcycles/Motorcycle Spare Parts/Shocks, Struts & Suspension;101487;7 - 30
101489 - Motorcycles/Motorcycle Spare Parts/Batteries & Accessories;101489;7 - 30
101490 - Motorcycles/Motorcycle Spare Parts/Horns & Accessories;101490;7 - 30
101491 - Motorcycles/Motorcycle Spare Parts/Cables & Tubes;101491;7 - 30
101492 - Motorcycles/Motorcycle Spare Parts/Body & Frame;101492;7 - 30
101493 - Motorcycles/Motorcycle Spare Parts/Exhaust & Emissions;101493;7 - 30
101494 - Motorcycles/Motorcycle Spare Parts/Wheels, Rims & Accessories;101494;7 - 30
101495 - Motorcycles/Motorcycle Spare Parts/Tires & Accessories;101495;7 - 30
101496 - Motorcycles/Motorcycle Spare Parts/Lighting;101496;7 - 30
101497 - Motorcycles/Motorcycle Spare Parts/Others;101497;7 - 30
101536 - Books & Magazines/Magazines & Newspaper/Business;101536;7 - 30
101537 - Books & Magazines/Magazines & Newspaper/Lifestyle;101537;7 - 30
101538 - Books & Magazines/Magazines & Newspaper/Teenager;101538;7 - 30
101539 - Books & Magazines/Magazines & Newspaper/Others;101539;7 - 30
101540 - Books & Magazines/Books/Comics & Manga;101540;7 - 30
101541 - Books & Magazines/Books/Children's Books;101541;7 - 30
101542 - Books & Magazines/Books/Agriculture, Forestry & Fishery;101542;7 - 30
101543 - Books & Magazines/Books/Adult's Books;101543;7 - 30
101544 - Books & Magazines/Books/Arts, Design & Photography;101544;7 - 30
101545 - Books & Magazines/Books/Recipes & Cooking;101545;7 - 30
101546 - Books & Magazines/Books/Business & Investment;101546;7 - 30
101547 - Books & Magazines/Books/Politics, Law & Social Sciences;101547;7 - 30
101548 - Books & Magazines/Books/Computers & Technology;101548;7 - 30
101549 - Books & Magazines/Books/Health, Fitness & Dieting;101549;7 - 30
101550 - Books & Magazines/Books/Travel & Tourism;101550;7 - 30
101551 - Books & Magazines/Books/Language Learning & Dictionaries;101551;7 - 30
101552 - Books & Magazines/Books/Hobbies;101552;7 - 30
101553 - Books & Magazines/Books/LGBTQ+ Literature;101553;7 - 30
101554 - Books & Magazines/Books/Light Novels;101554;7 - 30
101555 - Books & Magazines/Books/Classic Literature;101555;7 - 30
101556 - Books & Magazines/Books/Fantasy;101556;7 - 30
101557 - Books & Magazines/Books/Action, Crime & Thrillers;101557;7 - 30
101558 - Books & Magazines/Books/Romance;101558;7 - 30
101559 - Books & Magazines/Books/Biography & Memoirs;101559;7 - 30
101560 - Books & Magazines/Books/Science & Maths;101560;7 - 30
101561 - Books & Magazines/Books/Medical;101561;7 - 30
101562 - Books & Magazines/Books/Parenting & Family;101562;7 - 30
101563 - Books & Magazines/Books/Psychology & Relationships;101563;7 - 30
101564 - Books & Magazines/Books/Religion & Philosophy;101564;7 - 30
101565 - Books & Magazines/Books/History & Cultures;101565;7 - 30
101566 - Books & Magazines/Books/Careers, Self Help & Personal Development;101566;7 - 30
101567 - Books & Magazines/Books/Horoscopes;101567;7 - 30
101568 - Books & Magazines/Books/Education & School;101568;7 - 30
101569 - Books & Magazines/Books/Sticker & Colouring Books;101569;7 - 30
101570 - Books & Magazines/Books/Music;101570;7 - 30
101571 - Books & Magazines/Books/Baby & Soft Books;101571;7 - 30
101573 - Books & Magazines/Books/Others;101573;7 - 30
101944 - Computers & Accessories/Desktop Computers/Desktop PC;101944;7 - 30
101945 - Computers & Accessories/Desktop Computers/Mini PC;101945;7 - 30
101946 - Computers & Accessories/Desktop Computers/Server PC;101946;7 - 30
101947 - Computers & Accessories/Desktop Computers/All-in-One Desktops;101947;7 - 30
101948 - Computers & Accessories/Desktop Computers/Others;101948;7 - 30
101949 - Computers & Accessories/Desktop & Lapt-BRop Components/Fans & Heatsinks;101949;7 - 30
101950 - Computers & Accessories/Desktop & Lapt-BRop Components/Processors;101950;7 - 30
101951 - Computers & Accessories/Desktop & Lapt-BRop Components/Motherboards;101951;7 - 30
101952 - Computers & Accessories/Desktop & Lapt-BRop Components/Graphics Cards;101952;7 - 30
101953 - Computers & Accessories/Desktop & Lapt-BRop Components/Thermal Paste;101953;7 - 30
101954 - Computers & Accessories/Desktop & Lapt-BRop Components/Power Supply Units;101954;7 - 30
101955 - Computers & Accessories/Desktop & Lapt-BRop Components/RAM;101955;7 - 30
101956 - Computers & Accessories/Desktop & Lapt-BRop Components/UPS & Stabilizers;101956;7 - 30
101957 - Computers & Accessories/Desktop & Lapt-BRop Components/PC Cases;101957;7 - 30
101958 - Computers & Accessories/Desktop & Lapt-BRop Components/Opt-BRical Drives;101958;7 - 30
101959 - Computers & Accessories/Desktop & Lapt-BRop Components/Sound Cards;101959;7 - 30
101960 - Computers & Accessories/Desktop & Lapt-BRop Components/Others;101960;7 - 30
101961 - Computers & Accessories/Data Storage/Hard Drives;101961;7 - 30
101962 - Computers & Accessories/Data Storage/SSD;101962;7 - 30
101963 - Computers & Accessories/Data Storage/Network Attached Storage (NAS);101963;7 - 30
101964 - Computers & Accessories/Data Storage/Flash Drives & OTG;101964;7 - 30
101965 - Computers & Accessories/Data Storage/Hard Disk Casings & Dockings;101965;7 - 30
101966 - Computers & Accessories/Data Storage/Compact Discs;101966;7 - 30
101967 - Computers & Accessories/Data Storage/Others;101967;7 - 30
101968 - Computers & Accessories/Network Components/Modems & Wireless Routers;101968;7 - 30
101969 - Computers & Accessories/Network Components/Repeaters;101969;7 - 30
101970 - Computers & Accessories/Network Components/Wireless Adapt-BRers & Network Cards;101970;7 - 30
101971 - Computers & Accessories/Network Components/Powerline Adapt-BRers;101971;7 - 30
101972 - Computers & Accessories/Network Components/Network Switches & PoE;101972;7 - 30
101973 - Computers & Accessories/Network Components/Network Cables & Connectors;101973;7 - 30
101974 - Computers & Accessories/Network Components/KVM Switches;101974;7 - 30
101975 - Computers & Accessories/Network Components/Print Servers;101975;7 - 30
101976 - Computers & Accessories/Network Components/Others;101976;7 - 30
101977 - Computers & Accessories/Office Equipment/Typewriters;101977;7 - 30
101978 - Computers & Accessories/Office Equipment/Absence Machines;101978;7 - 30
101979 - Computers & Accessories/Office Equipment/Paper Shredders;101979;7 - 30
101980 - Computers & Accessories/Office Equipment/Money Counters;101980;7 - 30
101981 - Computers & Accessories/Office Equipment/Others;101981;7 - 30
101982 - Computers & Accessories/Printers & Scanners/Printers, Scanners & Photocopy Machines;101982;7 - 30
101983 - Computers & Accessories/Printers & Scanners/Thermal & Barcode Printers;101983;7 - 30
101984 - Computers & Accessories/Printers & Scanners/Inks & Toners;101984;7 - 30
101985 - Computers & Accessories/Printers & Scanners/3D Printers;101985;7 - 30
101986 - Computers & Accessories/Printers & Scanners/Others;101986;7 - 30
101987 - Computers & Accessories/Peripherals & Accessories/USB Hubs & Card Readers;101987;7 - 30
101988 - Computers & Accessories/Peripherals & Accessories/Webcams;101988;7 - 30
101989 - Computers & Accessories/Peripherals & Accessories/Lapt-BRop Skins & Covers;101989;7 - 30
101990 - Computers & Accessories/Peripherals & Accessories/Cooling Pads;101990;7 - 30
101991 - Computers & Accessories/Peripherals & Accessories/Lapt-BRop Stands & Foldable Lapt-BRop Desks;101991;7 - 30
101992 - Computers & Accessories/Peripherals & Accessories/Keyboard & Trackpad Covers;101992;7 - 30
101993 - Computers & Accessories/Peripherals & Accessories/Lapt-BRop Batteries;101993;7 - 30
101994 - Computers & Accessories/Peripherals & Accessories/Lapt-BRop Chargers & Adapt-BRors;101994;7 - 30
101995 - Computers & Accessories/Peripherals & Accessories/Video Conference Devices;101995;7 - 30
101996 - Computers & Accessories/Peripherals & Accessories/Mouse Pads;101996;7 - 30
101997 - Computers & Accessories/Peripherals & Accessories/Others;101997;7 - 30
101998 - Computers & Accessories/Keyboards & Mice/Mice;101998;7 - 30
101999 - Computers & Accessories/Keyboards & Mice/Keyboards;101999;7 - 30
102000 - Computers & Accessories/Keyboards & Mice/Drawing Tablets;102000;7 - 30
102001 - Computers & Accessories/Keyboards & Mice/Others;102001;7 - 30
100420 - Health/Medical Supplies/Health Monitors & Tests/Blood Pressure Monitors;100420;7 - 30
100421 - Health/Medical Supplies/Health Monitors & Tests/Blood Glucose Monitors;100421;7 - 30
100422 - Health/Medical Supplies/Health Monitors & Tests/Pulse Oximeters;100422;7 - 30
100423 - Health/Medical Supplies/Health Monitors & Tests/Thermometers;100423;7 - 30
100424 - Health/Medical Supplies/Health Monitors & Tests/Others;100424;7 - 30
100425 - Health/Medical Supplies/First Aid Supplies/Plasters & Bandages;100425;7 - 30
100426 - Health/Medical Supplies/First Aid Supplies/First Aid Accessories;100426;7 - 30
100427 - Health/Medical Supplies/First Aid Supplies/Ointments & Creams;100427;7 - 30
100428 - Health/Medical Supplies/First Aid Supplies/Medical Antisept-BRics & Disinfectants;100428;7 - 30
100429 - Health/Medical Supplies/First Aid Supplies/Others;100429;7 - 30
100430 - Health/Medical Supplies/Injury & Disability Support/Walking Aids;100430;7 - 30
100431 - Health/Medical Supplies/Injury & Disability Support/Wheelchairs;100431;7 - 30
